applicant_id,default_risk,loan_approval_status
893,0.95,0
894,0.55,0
895,0.59,1
896,0.61,1
897,0.29,1
898,0.73,0
899,0.15,1
900,0.56,1
901,0.04,0
902,0.73,0
903,0.04,1
904,0.75,1
905,0.22,1
906,0.62,1
907,0.94,0
908,0.89,1
909,0.01,0
910,0.7,1
911,0.2,1
912,0.24,1
913,0.8,1
914,0.74,1
915,0.85,1
916,0.23,1
917,0.58,1
918,0.77,0
919,0.7,0
920,0.85,0
921,0.12,0
922,0.16,1
923,0.24,0
924,0.93,0
925,0.57,1
926,0.03,1
927,0.54,1
928,0.04,1
929,0.89,1
930,0.38,1
931,0.46,0
932,0.42,0
933,0.74,0
934,0.5,1
935,0.43,1
936,0.89,1
937,0.71,0
938,0.74,0
939,0.61,1
940,0.16,0
941,0.68,1
942,0.8,0
943,0.45,1
944,0.77,0
945,0.56,1
946,0.87,0
947,0.68,1
948,0.69,0
949,0.44,0
950,0.85,1
951,0.33,1
952,0.87,1
953,0.97,1
954,0.98,0
955,0.78,1
956,0.69,1
957,0.2,1
958,0.95,0
959,0.14,1
960,0.96,0
961,0.37,1
962,0.64,0
963,0.27,1
964,0.91,1
965,0.65,1
966,0.57,1
967,0.46,0
968,0.72,1
969,0.79,1
970,0.37,1
971,0.14,1
972,0.86,0
973,0.5,0
974,0.58,1
975,0.63,1
976,0.53,1
977,0.94,1
978,0.1,1
979,0.71,1
980,0.92,0
981,0.31,1
982,0.94,0
983,0.46,1
984,0.09,0
985,0.46,0
986,0.58,1
987,0.81,0
988,0.55,1
989,0.15,0
990,0.3,1
991,0.51,0
992,0.78,0
993,0.24,1
994,0.63,1
995,0.06,1
996,0.21,1
997,0.17,0
998,0.74,1
999,0.4,0
1000,0.28,1
1001,0.29,1
1002,0.92,1
1003,0.34,0
1004,0.88,1
1005,0.48,0
1006,0.05,1
1007,0.69,1
1008,0.25,1
1009,0.86,1
1010,0.46,0
1011,0.49,1
1012,0.37,0
1013,0.77,0
1014,0.18,1
1015,0.21,0
1016,0.98,0
1017,0.01,0
1018,0.96,1
1019,0.6,0
1020,0.27,1
1021,0.48,0
1022,0.89,0
1023,0.37,0
1024,0.58,0
1025,0.25,0
1026,0.6,1
1027,0.73,0
1028,0.16,0
1029,0.56,1
1030,0.27,0
1031,0.41,1
1032,0.4,1
1033,0.76,1
1034,0.31,1
1035,0.65,1
1036,0.37,0
1037,0.06,1
1038,0.7,0
1039,0.57,1
1040,0.96,1
1041,0.36,0
1042,0.14,0
1043,0.22,1
1044,0.95,1
1045,0.26,0
1046,0.03,1
1047,0.13,1
1048,0.9,1
1049,0.52,0
1050,0.74,1
1051,0.74,0
1052,0.97,1
1053,0.61,1
1054,0.94,0
1055,0.37,0
1056,0.04,1
1057,0.05,0
1058,0.3,1
1059,0.01,1
1060,0.48,1
1061,0.58,0
1062,0.1,0
1063,0.79,0
1064,0.91,1
1065,0.07,1
1066,0.4,1
1067,0.68,1
1068,0.69,1
1069,0.27,1
1070,0.99,1
1071,0.53,1
1072,0.26,0
1073,0.08,1
1074,0.64,1
1075,0.25,0
1076,0.01,1
1077,0.71,1
1078,0.03,0
1079,0.16,1
1080,0.86,0
1081,0.42,0
1082,0.76,0
1083,0.78,1
1084,0.23,0
1085,0.31,1
1086,0.21,1
1087,0.55,1
1088,0.07,1
1089,0.07,0
1090,0.8,1
1091,0.27,0
1092,0.01,1
1093,0.97,1
1094,0.78,1
1095,0.51,1
1096,0.92,1
1097,0.94,1
1098,0.69,1
1099,0.33,0
1100,0.14,0
1101,0.84,1
1102,0.93,0
1103,0.23,0
1104,0.98,0
1105,0.94,0
1106,0.82,1
1107,0.59,1
1108,0.89,0
1109,0.83,0
1110,0.91,1
1111,0.42,0
1112,0.44,0
1113,0.22,0
1114,0.25,1
1115,0.94,1
1116,0.37,1
1117,0.28,1
1118,0.43,0
1119,0.33,1
1120,0.17,1
1121,0.96,0
1122,0.62,0
1123,0.95,0
1124,0.92,0
1125,0.15,1
1126,0.31,1
1127,0.22,0
1128,0.11,1
1129,0.41,1
1130,0.66,1
1131,0.55,0
1132,0.86,1
1133,0.08,1
1134,0.37,1
1135,0.21,1
1136,0.79,0
1137,0.37,0
1138,0.71,0
1139,0.89,1
1140,0.42,1
1141,0.29,0
1142,0.21,1
1143,0.67,1
1144,0.27,1
1145,0.96,1
1146,0.19,0
1147,0.02,0
1148,0.7,1
1149,0.41,0
1150,0.44,0
1151,0.67,0
1152,0.55,0
1153,0.61,0
1154,0.11,0
1155,0.63,1
1156,0.35,1
1157,0.19,1
1158,0.77,0
1159,0.79,1
1160,0.07,1
1161,0.64,0
1162,0.25,1
1163,0.76,1
1164,0.2,0
1165,0.81,1
1166,0.35,0
1167,0.89,1
1168,0.54,1
1169,0.59,0
1170,0.48,1
1171,0.94,1
1172,0.44,0
1173,0.52,0
1174,0.42,1
1175,0.05,1
1176,0.86,1
1177,0.74,0
1178,0.32,1
1179,0.81,1
1180,0.71,1
1181,0.99,0
1182,0.82,1
1183,0.07,1
1184,0.85,0
1185,0.3,1
1186,0.07,0
1187,0.35,1
1188,0.58,1
1189,0.37,1
1190,0.34,0
1191,0.18,1
1192,0.02,1
1193,0.77,1
1194,0.74,1
1195,0.11,1
1196,0.47,0
1197,0.66,0
1198,0.48,0
1199,0.42,0
1200,0.65,0
1201,0.74,0
1202,0.05,1
1203,0.08,1
1204,0.7,0
1205,0.87,1
1206,0.91,0
1207,0.66,1
1208,0.27,1
1209,0.92,1
1210,0.03,0
1211,0.84,0
1212,0.48,1
1213,0.6,1
1214,0.19,0
1215,0.1,1
1216,0.48,0
1217,0.39,1
1218,0.53,1
1219,0.52,1
1220,0.63,1
1221,0.82,0
1222,0.28,1
1223,0.41,0
1224,0.19,1
1225,0.2,1
1226,0.36,1
1227,0.07,1
1228,0.32,0
1229,0.16,0
1230,0.32,1
1231,0.77,0
1232,0.07,1
1233,0.94,1
1234,0.65,1
1235,0.9,1
1236,0.96,1
1237,0.52,0
1238,0.7,0
1239,0.05,0
1240,0.84,1
1241,0.55,0
1242,0.08,0
1243,0.82,0
1244,0.35,0
1245,0.22,0
1246,0.02,1
1247,0.45,1
1248,0.83,1
1249,0.13,0
1250,0.92,1
1251,0.32,0
1252,0.79,0
1253,0.1,1
1254,0.59,1
1255,0.9,1
1256,0.56,1
1257,0.21,1
1258,0.67,0
1259,0.89,1
1260,0.43,1
1261,0.36,1
1262,0.03,0
1263,0.46,1
1264,0.49,1
1265,0.12,1
1266,0.48,1
1267,0.24,1
1268,0.31,1
1269,0.71,1
1270,0.19,1
1271,0.42,0
1272,0.85,0
1273,0.35,0
1274,0.87,1
1275,0.82,0
1276,0.92,1
1277,0.99,1
1278,0.97,0
1279,0.21,1
1280,0.35,1
1281,0.57,1
1282,0.4,0
1283,0.9,1
1284,0.08,1
1285,0.68,0
1286,0.98,1
1287,0.8,1
1288,0.79,1
1289,0.84,1
1290,0.55,1
1291,0.66,1
1292,0.33,0
1293,0.46,1
1294,0.58,1
1295,0.02,0
1296,0.33,1
1297,0.17,1
1298,0.37,1
1299,0.79,1
1300,0.11,1
1301,0.29,1
1302,0.06,0
1303,0.47,0
1304,0.72,1
1305,0.36,0
1306,0.51,0
1307,0.47,0
1308,0.33,0
1309,0.13,1
1310,0.28,0
1311,0.51,1
1312,0.32,0
1313,0.78,1
1314,0.09,0
1315,0.84,1
1316,0.72,1
1317,0.93,1
1318,0.76,1
1319,0.57,1
1320,0.49,1
1321,0.66,1
1322,0.16,1
1323,0.73,0
1324,0.8,1
1325,0.15,0
1326,0.26,1
1327,0.55,1
1328,0.74,1
1329,0,1
1330,0.44,1
1331,0.17,1
1332,0.84,0
1333,0.6,1
1334,0.65,0
1335,0.94,1
1336,0.14,1
1337,0.48,1
1338,0.75,1
1339,0.96,1
1340,0.76,0
1341,0.64,1
1342,0.09,1
1343,0.94,1
1344,0.74,0
1345,0.55,0
1346,0.04,1
1347,0.8,1
1348,0.13,1
1349,0.72,0
1350,0.08,1
1351,0.37,0
1352,0.09,1
1353,0.4,1
1354,0.58,0
1355,0.85,1
1356,0.15,0
1357,0.11,0
1358,0.33,1
1359,0.17,1
1360,0.75,1
1361,0.46,0
1362,0.28,1
1363,0.93,1
1364,0.32,1
1365,0.14,0
1366,0.31,0
1367,0.12,1
1368,0.82,0
1369,0.97,1
1370,0.91,1
1371,0.38,0
1372,0.09,1
1373,0.27,0
1374,0.08,1
1375,0.66,1
1376,0.23,0
1377,0.33,1
1378,0.55,1
1379,0.4,1
1380,0.35,1
1381,0.93,0
1382,0.42,1
1383,0.59,0
1384,0.34,1
1385,0.77,1
1386,0.46,0
1387,0.47,0
1388,0.8,1
1389,0.57,0
1390,0.09,1
1391,0.83,1
1392,0.37,1
1393,0.51,1
1394,0.48,0
1395,0.25,1
1396,0.47,0
1397,0.91,1
1398,0.49,0
1399,0.12,0
1400,0.06,0
1401,0.26,1
1402,0.65,1
1403,0.32,1
1404,0.54,0
1405,0.73,0
1406,0.54,1
1407,0.11,0
1408,0.95,0
1409,0.4,1
1410,0.6,0
1411,0.14,1
1412,0.07,1
1413,0.09,1
1414,0.15,1
1415,0.49,1
1416,0.48,0
1417,0.99,1
1418,0.42,0
1419,0.77,1
1420,0.27,0
1421,0.37,1
1422,0.37,1
1423,0.12,0
1424,0.35,1
1425,0.97,0
1426,0.39,0
1427,0.67,0
1428,0.29,0
1429,0.94,1
1430,0.92,0
1431,0.47,1
1432,0.61,1
1433,0.57,1
1434,0.49,1
1435,0.17,1
1436,0.82,1
1437,0.19,1
1438,0.94,0
1439,0.15,1
1440,0.81,1
1441,0.59,0
1442,0.05,1
1443,0.88,0
1444,0.02,1
1445,0.91,0
1446,0.87,1
1447,0.93,1
1448,0.57,0
1449,0.7,0
1450,0.17,1
1451,0.89,1
1452,0.35,1
1453,0.96,1
1454,0.59,0
1455,0.84,1
1456,0.5,0
1457,0.79,1
1458,0.27,0
1459,0.56,1
1460,0.87,1
1461,0.11,0
1462,0.69,1
1463,0.78,0
1464,0.87,1
1465,0.92,0
1466,0.07,1
1467,0.46,1
1468,0.94,0
1469,0.82,0
1470,0.72,0
1471,0.03,1
1472,0.92,0
1473,0.51,0
1474,0.41,0
1475,0.24,1
1476,0.67,0
1477,0.3,1
1478,0.51,0
1479,0.1,0
1480,0.73,1
1481,0.46,0
1482,0.33,1
1483,0.32,1
1484,0.42,1
1485,0.59,1
1486,0.42,1
1487,0.36,1
1488,0.93,1
1489,0.78,1
1490,0.73,1
1491,0.48,1
1492,0.57,1
1493,0.58,1
1494,0.71,1
1495,0.19,1
1496,0.78,1
1497,0.56,1
1498,0.92,1
1499,0.23,1
1500,0.54,0
1501,0.56,0
1502,0.72,1
1503,0.29,1
1504,0.5,1
1505,0.85,1
1506,0.91,0
1507,0.87,1
1508,0.05,1
1509,0.49,1
1510,0.69,0
1511,0.66,0
1512,0.93,0
1513,0.61,0
1514,0.22,1
1515,0.92,0
1516,0.03,1
1517,0.63,1
1518,0.38,1
1519,0.07,1
1520,0.24,0
1521,0.83,0
1522,0.14,0
1523,0.75,1
1524,0.8,1
1525,0.8,1
1526,0.2,0
1527,0.74,1
1528,0.49,1
1529,0.54,0
1530,0.56,1
1531,0.54,1
1532,0.69,1
1533,0.54,0
1534,0.02,1
1535,0,1
1536,0.92,1
1537,0.59,1
1538,0.27,0
1539,0.31,1
1540,0.69,1
1541,0.07,0
1542,0.55,1
1543,0.42,1
1544,0.72,1
1545,0.22,1
1546,0.64,1
1547,0.27,1
1548,0.16,1
1549,0.78,1
1550,0.73,1
1551,0.65,0
1552,0.03,1
1553,0.4,1
1554,0.75,0
1555,0.83,1
1556,0.92,1
1557,0.22,0
1558,0.51,1
1559,0.39,0
1560,0.91,0
1561,0.98,1
1562,0.66,1
1563,0.63,0
1564,0.82,1
1565,0.89,0
1566,0.52,0
1567,0.25,1
1568,0.36,1
1569,0.19,1
1570,0.55,1
1571,0.31,1
1572,0.93,0
1573,0.25,1
1574,0.45,1
1575,0.89,1
1576,0.73,1
1577,0.8,1
1578,0.99,1
1579,0.79,0
1580,0.06,1
1581,0.85,1
1582,0.77,1
1583,0.82,1
1584,0.66,1
1585,0.59,0
1586,0.87,1
1587,0.06,1
1588,0.48,0
1589,0.46,1
1590,0.71,0
1591,0.67,1
1592,0.49,1
1593,0.39,1
1594,0.37,1
1595,0.71,1
1596,0.59,1
1597,0.4,0
1598,0.27,1
1599,0.23,1
1600,0.29,0
1601,0.91,1
1602,0.62,1
1603,0.92,1
1604,0.53,0
1605,0.76,1
1606,0.71,1
1607,0.35,1
1608,0.12,0
1609,0.49,0
1610,0.31,1
1611,0.9,0
1612,0.4,1
1613,0.29,1
1614,0.48,1
1615,0.59,1
1616,0.42,0
1617,0.87,0
1618,0.32,1
1619,0.41,1
1620,0.32,0
1621,0.11,1
1622,0.82,0
1623,0.01,0
1624,0.5,0
1625,0.23,1
1626,0.59,1
1627,0.62,1
1628,0.05,1
1629,0.44,1
1630,0.94,1
1631,0.42,0
1632,0.72,1
1633,0.03,1
1634,0.12,0
1635,0.9,0
1636,0.04,1
1637,0.07,1
1638,0.36,1
1639,0.19,0
1640,0.06,0
1641,0.07,1
1642,0.63,0
1643,0.92,1
1644,0.34,0
1645,0.07,1
1646,0.57,0
1647,0.59,1
1648,0.38,0
1649,0.11,0
1650,0.51,0
1651,0.13,1
1652,0.98,1
1653,0.23,1
1654,0.34,1
1655,0.91,1
1656,0.57,0
1657,0.6,1
1658,0.76,0
1659,0.89,1
1660,0.23,0
1661,0.93,1
1662,0.97,1
1663,0.47,0
1664,0.4,1
